Reactor inlet temperature,Separator temperature,Separator pressure,Fraction recycle,Feed fraction CO,s ratio,T reactor out
502.2223310547494,307.9999969200002,75.00000074999959,0.8000000099999995,0.6121592260968294,8.589168982460318,560.1898796124267
