Reactor inlet temperature,Separator temperature,Separator pressure,Fraction recycle,Feed fraction CO,s ratio,T reactor out
503.28348886320396,307.99999692002115,65.6218341017329,0.800000009999958,0.6600317220710228,8.729589861630965,561.9088236912072
