Reactor inlet temperature,Separator temperature,Separator pressure,Fraction recycle,Feed fraction CO,s ratio,T reactor out
502.22232255690625,307.9999969200002,75.00000074999959,0.8000000099999995,0.6121592249651402,8.58916893480311,560.1898778091031
