Reactor inlet temperature,Separator temperature,Separator pressure,Fraction recycle,Feed fraction CO,s ratio,T reactor out
503.2834913099293,307.99999692002115,65.62182637717197,0.800000009999958,0.660031763431205,8.729589971040246,561.9088254315029
